ts_code,symbol,name,area,industry,fullname,enname,market,exchange_id,curr_type,list_status,list_date,delist_date,is_hs
300372.SZ,300372,欣泰退(退市),None,None,丹东欣泰电气股份有限公司,Dandong Xintai Electric Co.,Ltd,创业板,SZSE,CNY,D,2014-01-27,2017-08-28,N
300373.SZ,300373,扬杰科技,江苏,半导体,扬州扬杰电子科技股份有限公司,Yangzhou Yangjie Electronic Technology Co.,Ltd.,创业板,SZSE,CNY,L,2014-01-23,,S
300374.SZ,300374,恒通科技,北京,其他建材,北京恒通创新赛木科技股份有限公司,Beijing Hengtong Innovation Luxwood Technology Co., Ltd.,创业板,SZSE,CNY,L,2015-03-19,,N
300375.SZ,300375,鹏翎股份,天津,汽车配件,天津鹏翎集团股份有限公司,Tianjin Pengling Group Co., Ltd,创业板,SZSE,CNY,L,2014-01-27,,N
300376.SZ,300376,易事特,广东,电气设备,易事特集团股份有限公司,East Group Co.,Ltd,创业板,SZSE,CNY,L,2014-01-27,,N
300377.SZ,300377,赢时胜,深圳,软件服务,深圳市赢时胜信息技术股份有限公司,Shenzhen Ysstech Info-Tech Co.,Ltd,创业板,SZSE,CNY,L,2014-01-27,,S
300378.SZ,300378,鼎捷软件,上海,软件服务,鼎捷软件股份有限公司,Digiwin Software Co.,Ltd.,创业板,SZSE,CNY,L,2014-01-27,,N
300379.SZ,300379,东方通,北京,软件服务,北京东方通科技股份有限公司,Beijing Tongtech Co,. Ltd.,创业板,SZSE,CNY,L,2014-01-28,,N
300380.SZ,300380,安硕信息,上海,软件服务,上海安硕信息技术股份有限公司,Shanghai Amarsoft Information & Technology Co.,Ltd,创业板,SZSE,CNY,L,2014-01-28,,N
300381.SZ,300381,溢多利,广东,饲料,广东溢多利生物科技股份有限公司,Guangdong VTR Bio-Tech Co.,Ltd.,创业板,SZSE,CNY,L,2014-01-28,,N
300382.SZ,300382,斯莱克,江苏,专用机械,苏州斯莱克精密设备股份有限公司,Suzhou SLAC Precision Equipment Co.,Ltd.,创业板,SZSE,CNY,L,2014-01-29,,N
300383.SZ,300383,光环新网,北京,电信运营,北京光环新网科技股份有限公司,Beijing Sinnet Technology Co., Ltd.,创业板,SZSE,CNY,L,2014-01-29,,S
300384.SZ,300384,三联虹普,北京,纺织机械,北京三联虹普新合纤技术服务股份有限公司,Beijing Sanlian Hope Shin-Gosen Technical Service Co., Ltd.,创业板,SZSE,CNY,L,2014-08-01,,N
300385.SZ,300385,雪浪环境,江苏,环境保护,无锡雪浪环境科技股份有限公司,Wuxi Xuelang Environmental Technology Co.,Ltd.,创业板,SZSE,CNY,L,2014-06-26,,N
300386.SZ,300386,飞天诚信,北京,软件服务,飞天诚信科技股份有限公司,Feitian Technologies Co.,Ltd.,创业板,SZSE,CNY,L,2014-06-26,,S
300387.SZ,300387,富邦股份,湖北,化工原料,湖北富邦科技股份有限公司,Hubei Forbon Technology Co.,Ltd.,创业板,SZSE,CNY,L,2014-07-02,,N
300388.SZ,300388,国祯环保,安徽,环境保护,安徽国祯环保节能科技股份有限公司,Anhui Guozhen Environment Protection Technology Joint Stock Co., Limited.,创业板,SZSE,CNY,L,2014-08-01,,N
300389.SZ,300389,艾比森,深圳,半导体,深圳市艾比森光电股份有限公司,Shenzhen Absen Optoelectronic Co., Ltd.,创业板,SZSE,CNY,L,2014-08-01,,N
300390.SZ,300390,天华超净,江苏,元器件,苏州天华超净科技股份有限公司,Suzhou Ta&A Ultra Clean Technology Co., Ltd.,创业板,SZSE,CNY,L,2014-07-31,,N
300391.SZ,300391,康跃科技,山东,机械基件,康跃科技股份有限公司,Kangyue Technology Co., Ltd.,创业板,SZSE,CNY,L,2014-08-01,,N
300392.SZ,300392,腾信股份,北京,互联网,北京腾信创新网络营销技术股份有限公司,Beijing Tensyn Digital Marketing Technology Joint Stock Company,创业板,SZSE,CNY,L,2014-09-10,,N
300393.SZ,300393,中来股份,江苏,塑料,苏州中来光伏新材股份有限公司,Jolywood (Suzhou) Sunwatt Co., Ltd.,创业板,SZSE,CNY,L,2014-09-12,,N
300394.SZ,300394,天孚通信,江苏,通信设备,苏州天孚光通信股份有限公司,Suzhou Tfc Optical Communication Co., Ltd.,创业板,SZSE,CNY,L,2015-02-17,,N
300395.SZ,300395,菲利华,湖北,玻璃,湖北菲利华石英玻璃股份有限公司,Hubei Feilihua Quartz Glass Co.,Ltd,创业板,SZSE,CNY,L,2014-09-10,,N
300396.SZ,300396,迪瑞医疗,吉林,医疗保健,迪瑞医疗科技股份有限公司,Dirui Industrial Co.,Ltd.,创业板,SZSE,CNY,L,2014-09-10,,N
300398.SZ,300398,飞凯材料,上海,染料涂料,上海飞凯光电材料股份有限公司,Shanghai Phichem Material Co., Ltd.,创业板,SZSE,CNY,L,2014-10-09,,S
300399.SZ,300399,京天利,北京,互联网,北京无线天利移动信息技术股份有限公司,Beijing Tianli Mobile Service Integration, Inc.,创业板,SZSE,CNY,L,2014-10-09,,N
300400.SZ,300400,劲拓股份,深圳,专用机械,深圳市劲拓自动化设备股份有限公司,Shenzhen JT Automation Equipment Co.,Ltd,创业板,SZSE,CNY,L,2014-10-10,,N
300401.SZ,300401,花园生物,浙江,食品,浙江花园生物高科股份有限公司,Zhejiang Garden Bio-Chemical High-Tech Co., Ltd.,创业板,SZSE,CNY,L,2014-10-09,,N
300402.SZ,300402,宝色股份,江苏,专用机械,南京宝色股份公司,Nanjing Baose Co.,Ltd,创业板,SZSE,CNY,L,2014-10-10,,N
300403.SZ,300403,地尔汉宇,广东,家用电器,江门市地尔汉宇电器股份有限公司,Jiangmen Idear-Hanyu Electrical Joint-Stock Co., Ltd.,创业板,SZSE,CNY,L,2014-10-30,,N
300404.SZ,300404,博济医药,广东,医疗保健,广州博济医药生物技术股份有限公司,Guangzhou Boji Medical & Biotechnological Co., Ltd.,创业板,SZSE,CNY,L,2015-04-24,,N
300405.SZ,300405,科隆股份,辽宁,化工原料,辽宁科隆精细化工股份有限公司,Liaoning Kelong Fine Chemical,Inc.,创业板,SZSE,CNY,L,2014-10-30,,N
300406.SZ,300406,九强生物,北京,生物制药,北京九强生物技术股份有限公司,Beijing Strong Biotechnologies, Inc.,创业板,SZSE,CNY,L,2014-10-30,,S
300407.SZ,300407,凯发电气,天津,电气设备,天津凯发电气股份有限公司,Tianjin Keyvia Electric Co., Ltd,创业板,SZSE,CNY,L,2014-12-03,,N
300408.SZ,300408,三环集团,广东,元器件,潮州三环(集团)股份有限公司,Chaozhou Three-Circle (Group) Co.,Ltd.,创业板,SZSE,CNY,L,2014-12-03,,S
300409.SZ,300409,道氏技术,广东,陶瓷,广东道氏技术股份有限公司,Guangdong Dowstone Technology Co.,Ltd.,创业板,SZSE,CNY,L,2014-12-03,,S
300410.SZ,300410,正业科技,广东,电器仪表,广东正业科技股份有限公司,Guangdong Zhengye Technology Co.,Ltd.,创业板,SZSE,CNY,L,2014-12-31,,N
300411.SZ,300411,金盾股份,浙江,专用机械,浙江金盾风机股份有限公司,Zhejiang Jindun Fans Co., Ltd.,创业板,SZSE,CNY,L,2014-12-31,,N
300412.SZ,300412,迦南科技,浙江,医疗保健,浙江迦南科技股份有限公司,Zhejiang Canaan Technology Limited,创业板,SZSE,CNY,L,2014-12-31,,N
300413.SZ,300413,芒果超媒,湖南,影视音像,芒果超媒股份有限公司,Mango Excellent Media Co., Ltd.,创业板,SZSE,CNY,L,2015-01-21,,S
300414.SZ,300414,中光防雷,四川,元器件,四川中光防雷科技股份有限公司,Sichuan Zhongguang Lightning Protection Technologies Co., Ltd.,创业板,SZSE,CNY,L,2015-05-13,,N
300415.SZ,300415,伊之密,广东,专用机械,广东伊之密精密机械股份有限公司,Guangdong Yizumi Precision Machinery Co.,Ltd.,创业板,SZSE,CNY,L,2015-01-23,,N
300416.SZ,300416,苏试试验,江苏,电器仪表,苏州苏试试验集团股份有限公司,SUZHOU SUSHI TESTING GROUP CO.,LTD.,创业板,SZSE,CNY,L,2015-01-22,,N
300417.SZ,300417,南华仪器,广东,电器仪表,佛山市南华仪器股份有限公司,Nanhua Instruments Co.,Ltd.,创业板,SZSE,CNY,L,2015-01-23,,N
300418.SZ,300418,昆仑万维,北京,互联网,北京昆仑万维科技股份有限公司,Beijing Kunlun Tech Co., Ltd.,创业板,SZSE,CNY,L,2015-01-21,,S
300419.SZ,300419,浩丰科技,北京,软件服务,北京浩丰创源科技股份有限公司,Beijing INTERACT Technology Co.,Ltd.,创业板,SZSE,CNY,L,2015-01-22,,N
300420.SZ,300420,五洋停车,江苏,机械基件,江苏五洋停车产业集团股份有限公司,Jiangsu Wuyang Parking Industry Group Co.,Ltd.,创业板,SZSE,CNY,L,2015-02-17,,N
300421.SZ,300421,力星股份,江苏,机械基件,江苏力星通用钢球股份有限公司,Jiangsu Lixing General Steel Ball Co., Ltd.,创业板,SZSE,CNY,L,2015-02-17,,N
300422.SZ,300422,博世科,广西,环境保护,广西博世科环保科技股份有限公司,Guangxi Bossco Environmental Protection Technology Co.,Ltd.,创业板,SZSE,CNY,L,2015-02-17,,N
300423.SZ,300423,鲁亿通,山东,电气设备,山东鲁亿通智能电气股份有限公司,Shandong Luyitong Intelligent Electric Plc.,创业板,SZSE,CNY,L,2015-02-17,,N
300424.SZ,300424,航新科技,广东,航空,广州航新航空科技股份有限公司,Guangzhou Hangxin Aviation Technology Co.,Ltd.,创业板,SZSE,CNY,L,2015-04-22,,N
300425.SZ,300425,环能科技,四川,环境保护,环能科技股份有限公司,Scimee Sci.&Tech. Co.,Ltd,创业板,SZSE,CNY,L,2015-02-16,,N
300426.SZ,300426,唐德影视,浙江,影视音像,浙江唐德影视股份有限公司,Zhejiang Talent Television & Film Co., Ltd.,创业板,SZSE,CNY,L,2015-02-17,,N
300427.SZ,300427,红相股份,福建,电气设备,红相股份有限公司,Red Phase Inc.,创业板,SZSE,CNY,L,2015-02-17,,N
300428.SZ,300428,四通新材,河北,铝,河北四通新型金属材料股份有限公司,Hebei Sitong New Metal Material Co., Ltd,创业板,SZSE,CNY,L,2015-03-19,,N
300429.SZ,300429,强力新材,江苏,化工原料,常州强力电子新材料股份有限公司,Changzhou Tronly New Electronic Materials Co.,Ltd.,创业板,SZSE,CNY,L,2015-03-24,,N
300430.SZ,300430,诚益通,北京,电器仪表,北京诚益通控制工程科技股份有限公司,Beijing Chieftain Control Engineering Technology Co., Ltd.,创业板,SZSE,CNY,L,2015-03-19,,N
300431.SZ,300431,暴风集团,北京,互联网,暴风集团股份有限公司,Baofeng Group Co., Ltd.,创业板,SZSE,CNY,L,2015-03-24,,S
300432.SZ,300432,富临精工,四川,汽车配件,绵阳富临精工机械股份有限公司,Mianyang Fulin Precision Machining Co., Ltd.,创业板,SZSE,CNY,L,2015-03-19,,S
300433.SZ,300433,蓝思科技,湖南,元器件,蓝思科技股份有限公司,Lens Technology Co., Ltd.,创业板,SZSE,CNY,L,2015-03-18,,S
300434.SZ,300434,金石东方,四川,化学制药,四川金石东方新材料设备股份有限公司,Sichuan Goldstone Orient New Material Equipment Co., Ltd.,创业板,SZSE,CNY,L,2015-04-24,,N
300435.SZ,300435,中泰股份,浙江,机械基件,杭州中泰深冷技术股份有限公司,Hangzhou Zhongtai Cryogenic Technology Corporation,创业板,SZSE,CNY,L,2015-03-26,,N
300436.SZ,300436,广生堂,福建,化学制药,福建广生堂药业股份有限公司,Fujian Cosunter Pharmaceutical Co., Ltd.,创业板,SZSE,CNY,L,2015-04-22,,N
300437.SZ,300437,清水源,河南,化工原料,河南清水源科技股份有限公司,Henan Qingshuiyuan Technology Co.,Ltd,创业板,SZSE,CNY,L,2015-04-23,,N
300438.SZ,300438,鹏辉能源,广东,电气设备,广州鹏辉能源科技股份有限公司,Guangzhou Great Power Energy&Technology Co.,Ltd,创业板,SZSE,CNY,L,2015-04-24,,S
300439.SZ,300439,美康生物,浙江,医疗保健,美康生物科技股份有限公司,Medicalsystem Biotechnology Co.,Ltd,创业板,SZSE,CNY,L,2015-04-22,,S
300440.SZ,300440,运达科技,四川,软件服务,成都运达科技股份有限公司,Chengdu Yunda Technology Co. Ltd.,创业板,SZSE,CNY,L,2015-04-23,,N
300441.SZ,300441,鲍斯股份,浙江,机床制造,宁波鲍斯能源装备股份有限公司,Ningbo Baosi Energy Equipment Co., Ltd.,创业板,SZSE,CNY,L,2015-04-23,,N
300442.SZ,300442,普丽盛,上海,轻工机械,上海普丽盛包装股份有限公司,Shanghai Precise Packaging Co., Ltd.,创业板,SZSE,CNY,L,2015-04-24,,N
300443.SZ,300443,金雷风电,山东,专用机械,山东莱芜金雷风电科技股份有限公司,Shandong Laiwu Jinlei Wind Power Technology Co.,Ltd,创业板,SZSE,CNY,L,2015-04-22,,N
300444.SZ,300444,双杰电气,北京,电气设备,北京双杰电气股份有限公司,Beijing Sojo Electric Co., Ltd.,创业板,SZSE,CNY,L,2015-04-23,,N
300445.SZ,300445,康斯特,北京,电器仪表,北京康斯特仪表科技股份有限公司,Beijing Const Instruments Technology Inc.,创业板,SZSE,CNY,L,2015-04-24,,N
300446.SZ,300446,乐凯新材,河北,化工原料,保定乐凯新材料股份有限公司,Baoding Lucky Innovative Materials Co., Ltd,创业板,SZSE,CNY,L,2015-04-23,,N
300447.SZ,300447,全信股份,江苏,电气设备,南京全信传输科技股份有限公司,Nanjing Quanxin Cable Technology Co.,Ltd.,创业板,SZSE,CNY,L,2015-04-22,,N
300448.SZ,300448,浩云科技,广东,软件服务,浩云科技股份有限公司,Haoyun Technologies Co.,Ltd.,创业板,SZSE,CNY,L,2015-04-24,,N
300449.SZ,300449,汉邦高科,北京,电脑设备,北京汉邦高科数字技术股份有限公司,Beijing Hanbang Technology Corp.,创业板,SZSE,CNY,L,2015-04-22,,N
300450.SZ,300450,先导智能,江苏,专用机械,无锡先导智能装备股份有限公司,Wuxi Lead Intelligent Equipment Co.,Ltd.,创业板,SZSE,CNY,L,2015-05-18,,S
300451.SZ,300451,创业软件,浙江,软件服务,创业软件股份有限公司,B-Soft Co.,Ltd.,创业板,SZSE,CNY,L,2015-05-14,,S
300452.SZ,300452,山河药辅,安徽,化学制药,安徽山河药用辅料股份有限公司,Anhui Sunhere Pharmaceutical Excipients Co.,Ltd.,创业板,SZSE,CNY,L,2015-05-15,,N
300453.SZ,300453,三鑫医疗,江西,医疗保健,江西三鑫医疗科技股份有限公司,Jiangxi Sanxin Medtec Co.,Ltd.,创业板,SZSE,CNY,L,2015-05-15,,N
300454.SZ,300454,深信服,深圳,软件服务,深信服科技股份有限公司,Sangfor Technologies Inc.,创业板,SZSE,CNY,L,2018-05-16,,N
300455.SZ,300455,康拓红外,北京,运输设备,北京康拓红外技术股份有限公司,Beijing Ctrowell Technology Corporation Limited,创业板,SZSE,CNY,L,2015-05-15,,N
300456.SZ,300456,耐威科技,北京,元器件,北京耐威科技股份有限公司,Navtech Inc.,创业板,SZSE,CNY,L,2015-05-14,,N
300457.SZ,300457,赢合科技,深圳,专用机械,深圳市赢合科技股份有限公司,Shenzhen Yinghe Technology Co.,Ltd,创业板,SZSE,CNY,L,2015-05-14,,S
300458.SZ,300458,全志科技,广东,元器件,珠海全志科技股份有限公司,Allwinner Technology Co.,Ltd,创业板,SZSE,CNY,L,2015-05-15,,S
300459.SZ,300459,金科文化,浙江,化工原料,浙江金科文化产业股份有限公司,Zhejiang Jinke Culture Industry Co., LTD.,创业板,SZSE,CNY,L,2015-05-15,,S
300460.SZ,300460,惠伦晶体,广东,元器件,广东惠伦晶体科技股份有限公司,Guangdong Failong Crystal Technology Co., Ltd.,创业板,SZSE,CNY,L,2015-05-15,,N
300461.SZ,300461,田中精机,浙江,专用机械,浙江田中精机股份有限公司,Tanac Automation Co., Ltd.,创业板,SZSE,CNY,L,2015-05-19,,N
300462.SZ,300462,华铭智能,上海,专用机械,上海华铭智能终端设备股份有限公司,Shanghai Huaming Intelligent Terminal Equipment Co., Ltd.,创业板,SZSE,CNY,L,2015-05-27,,N
300463.SZ,300463,迈克生物,四川,医疗保健,迈克生物股份有限公司,Maccura Biotechnology Co., Ltd.,创业板,SZSE,CNY,L,2015-05-28,,S
300464.SZ,300464,星徽精密,广东,机械基件,广东星徽精密制造股份有限公司,Guangdong Saca Precision Manufacturing Co.,Ltd.,创业板,SZSE,CNY,L,2015-06-10,,N
300465.SZ,300465,高伟达,北京,软件服务,高伟达软件股份有限公司,Global Infotech Co.,Ltd.,创业板,SZSE,CNY,L,2015-05-28,,N
300466.SZ,300466,赛摩电气,江苏,电器仪表,赛摩电气股份有限公司,Saimo Electric Co.,Ltd.,创业板,SZSE,CNY,L,2015-05-28,,N
300467.SZ,300467,迅游科技,四川,互联网,四川迅游网络科技股份有限公司,Sichuan Xun You Network Technology Co., Ltd.,创业板,SZSE,CNY,L,2015-05-27,,S
300468.SZ,300468,四方精创,深圳,软件服务,深圳四方精创资讯股份有限公司,Shenzhen Forms Syntron Information Co., Ltd.,创业板,SZSE,CNY,L,2015-05-27,,N
300469.SZ,300469,信息发展,上海,软件服务,上海中信信息发展股份有限公司,Zhongxin Information Development Inc.,Ltd.Shanghai,创业板,SZSE,CNY,L,2015-06-11,,N
300470.SZ,300470,日机密封,四川,机械基件,四川日机密封件股份有限公司,Sichuan Sunny Seal Co.,Ltd.,创业板,SZSE,CNY,L,2015-06-12,,N
300471.SZ,300471,厚普股份,四川,专用机械,成都华气厚普机电设备股份有限公司,Chengdu HuaqiHoupu Holding Co.,Ltd.,创业板,SZSE,CNY,L,2015-06-11,,N
300472.SZ,300472,新元科技,北京,专用机械,北京万向新元科技股份有限公司,Beijing New Universal Science and Technology Co.,Ltd.,创业板,SZSE,CNY,L,2015-06-11,,N
300473.SZ,300473,德尔股份,辽宁,汽车配件,阜新德尔汽车部件股份有限公司,Fuxin Dare Automotive Parts Co., Ltd.,创业板,SZSE,CNY,L,2015-06-12,,N
300474.SZ,300474,景嘉微,湖南,元器件,长沙景嘉微电子股份有限公司,Changsha Jingjia Microelectronics Co.,Ltd,创业板,SZSE,CNY,L,2016-03-31,,S
300475.SZ,300475,聚隆科技,安徽,专用机械,安徽聚隆传动科技股份有限公司,Anhui Julong Transmission Technology Co., Ltd.,创业板,SZSE,CNY,L,2015-06-10,,N
300476.SZ,300476,胜宏科技,广东,元器件,胜宏科技(惠州)股份有限公司,Victory Giant Technology (Huizhou)Co.,Ltd.,创业板,SZSE,CNY,L,2015-06-11,,S
300477.SZ,300477,合纵科技,北京,电气设备,北京合纵科技股份有限公司,Beijing Hezong Science&Technology Co., Ltd.,创业板,SZSE,CNY,L,2015-06-10,,N
300478.SZ,300478,杭州高新,浙江,橡胶,杭州高新橡塑材料股份有限公司,Hangzhou Gaoxin Rubber & Plastic Materials Co., Ltd.,创业板,SZSE,CNY,L,2015-06-10,,N
300479.SZ,300479,神思电子,山东,软件服务,神思电子技术股份有限公司,Synthesis Electronic Technology Co., Ltd.,创业板,SZSE,CNY,L,2015-06-12,,N
300480.SZ,300480,光力科技,河南,电器仪表,光力科技股份有限公司,GL TECH CO.,LTD,创业板,SZSE,CNY,L,2015-07-02,,N
300481.SZ,300481,濮阳惠成,河南,化工原料,濮阳惠成电子材料股份有限公司,Puyang Huicheng Electronic Material Co., Ltd.,创业板,SZSE,CNY,L,2015-06-30,,N
300482.SZ,300482,万孚生物,广东,生物制药,广州万孚生物技术股份有限公司,Guangzhou Wondfo Biotech Co.,Ltd,创业板,SZSE,CNY,L,2015-06-30,,S
300483.SZ,300483,沃施股份,上海,专用机械,上海沃施园艺股份有限公司,Shanghai Worth Garden Co., Ltd.,创业板,SZSE,CNY,L,2015-06-30,,N
300484.SZ,300484,蓝海华腾,深圳,电气设备,深圳市蓝海华腾技术股份有限公司,Shenzhen V&T Technologies Co., Ltd.,创业板,SZSE,CNY,L,2016-03-22,,N
300485.SZ,300485,赛升药业,北京,生物制药,北京赛升药业股份有限公司,Beijing Science Sun Pharmaceutical Co.,Ltd,创业板,SZSE,CNY,L,2015-06-26,,S
300486.SZ,300486,东杰智能,山西,专用机械,山西东杰智能物流装备股份有限公司,Shanxi Oriental Material Handling Co., Ltd.,创业板,SZSE,CNY,L,2015-06-30,,N
300488.SZ,300488,恒锋工具,浙江,机械基件,恒锋工具股份有限公司,Est Tools Co.,Ltd.,创业板,SZSE,CNY,L,2015-07-01,,N
300489.SZ,300489,中飞股份,黑龙江,铝,哈尔滨中飞新技术股份有限公司,Harbin Zhongfei New Technology Co.,Ltd.,创业板,SZSE,CNY,L,2015-07-01,,N
300490.SZ,300490,华自科技,湖南,电气设备,华自科技股份有限公司,Hnac Technology Co.,Ltd,创业板,SZSE,CNY,L,2015-12-31,,N
300491.SZ,300491,通合科技,河北,电气设备,石家庄通合电子科技股份有限公司,Shijiazhuang Tonhe Electronics Technologies Co., Ltd.,创业板,SZSE,CNY,L,2015-12-31,,N
300492.SZ,300492,山鼎设计,四川,建筑施工,山鼎设计股份有限公司,Cendes Co., Ltd.,创业板,SZSE,CNY,L,2015-12-23,,N
300493.SZ,300493,润欣科技,上海,通信设备,上海润欣科技股份有限公司,Shanghai Fortune Techgroup Co., Ltd.,创业板,SZSE,CNY,L,2015-12-10,,N
300494.SZ,300494,盛天网络,湖北,互联网,湖北盛天网络技术股份有限公司,Hubei Century Network Technology Co., Ltd.,创业板,SZSE,CNY,L,2015-12-31,,N
300495.SZ,300495,美尚生态,江苏,环境保护,美尚生态景观股份有限公司,Misho Ecology & Landscape Co., Ltd.,创业板,SZSE,CNY,L,2015-12-22,,S
300496.SZ,300496,中科创达,北京,软件服务,中科创达软件股份有限公司,Thunder Software Technology Co.,Ltd.,创业板,SZSE,CNY,L,2015-12-10,,S
300497.SZ,300497,富祥股份,江西,化学制药,江西富祥药业股份有限公司,Jiangxi Fushine Pharmaceutical Co., Ltd.,创业板,SZSE,CNY,L,2015-12-22,,N
300498.SZ,300498,温氏股份,广东,农业综合,温氏食品集团股份有限公司,Wens Foodstuff Group Co., Ltd.,创业板,SZSE,CNY,L,2015-11-02,,S
300499.SZ,300499,高澜股份,广东,专用机械,广州高澜节能技术股份有限公司,Guangzhou Goaland Energy Conservation Tech Co.,Ltd,创业板,SZSE,CNY,L,2016-02-02,,N
300500.SZ,300500,启迪设计,江苏,建筑施工,启迪设计集团股份有限公司,Tus-DesignGroup Co.,Ltd.,创业板,SZSE,CNY,L,2016-02-04,,N
300501.SZ,300501,海顺新材,上海,广告包装,上海海顺新型药用包装材料股份有限公司,Shanghai Haishun New Pharmaceutical Packaging Co., Ltd.,创业板,SZSE,CNY,L,2016-02-04,,N
300502.SZ,300502,新易盛,四川,通信设备,成都新易盛通信技术股份有限公司,Eoptolink Technology Inc.,Ltd.,创业板,SZSE,CNY,L,2016-03-03,,S
300503.SZ,300503,昊志机电,广东,机械基件,广州市昊志机电股份有限公司,Guangzhou Haozhi Industrial Co.,Ltd.,创业板,SZSE,CNY,L,2016-03-09,,N
300504.SZ,300504,天邑股份,四川,通信设备,四川天邑康和通信股份有限公司,Sichuan Tianyi Comheart Telecom Co.,Ltd.,创业板,SZSE,CNY,L,2018-03-30,,N
300505.SZ,300505,川金诺,云南,化工原料,昆明川金诺化工股份有限公司,Kunming Chuan Jin Nuo Chemical Co.,Ltd,创业板,SZSE,CNY,L,2016-03-15,,N
300506.SZ,300506,名家汇,深圳,建筑施工,深圳市名家汇科技股份有限公司,Shenzhen Minkave Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-03-24,,S
300507.SZ,300507,苏奥传感,江苏,汽车配件,江苏奥力威传感高科股份有限公司,Jiangsu Olive Sensors High-Tech Co.,Ltd,创业板,SZSE,CNY,L,2016-04-29,,N
300508.SZ,300508,维宏股份,上海,软件服务,上海维宏电子科技股份有限公司,Shanghai Weihong Electronic Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-04-19,,N
300509.SZ,300509,新美星,江苏,专用机械,江苏新美星包装机械股份有限公司,Jiangsu Newamstar Packaging Machinery Co., Ltd.,创业板,SZSE,CNY,L,2016-04-25,,N
300510.SZ,300510,金冠股份,吉林,电气设备,吉林省金冠电气股份有限公司,Jilin Jinguan Electric Co., Ltd.,创业板,SZSE,CNY,L,2016-05-06,,N
300511.SZ,300511,雪榕生物,上海,种植业,上海雪榕生物科技股份有限公司,Shanghai Xuerong Biotechnology Co.,Ltd.,创业板,SZSE,CNY,L,2016-05-04,,N
300512.SZ,300512,中亚股份,浙江,专用机械,杭州中亚机械股份有限公司,Hangzhou Zhongya Machinery Co., Ltd.,创业板,SZSE,CNY,L,2016-05-26,,N
300513.SZ,300513,恒泰实达,北京,软件服务,北京恒泰实达科技股份有限公司,Beijing E-Techstar Co.,Ltd,创业板,SZSE,CNY,L,2016-05-30,,N
300514.SZ,300514,友讯达,深圳,通信设备,深圳友讯达科技股份有限公司,Shenzhen Friendcom Technology Development Co., Ltd.,创业板,SZSE,CNY,L,2017-04-26,,N
300515.SZ,300515,三德科技,湖南,电器仪表,湖南三德科技股份有限公司,Hunan Sundy Science and Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-06-08,,N
300516.SZ,300516,久之洋,湖北,电器仪表,湖北久之洋红外系统股份有限公司,Hubei Jiuzhiyang Infrared System Co., Ltd,创业板,SZSE,CNY,L,2016-06-02,,N
300517.SZ,300517,海波重科,湖北,建筑施工,海波重型工程科技股份有限公司,Haibo Heavy Engineering Science and Technology Co.,Ltd,创业板,SZSE,CNY,L,2016-07-19,,N
300518.SZ,300518,盛讯达,深圳,软件服务,深圳市盛讯达科技股份有限公司,Shenzhen Shengxunda Technology Co.,Ltd.,创业板,SZSE,CNY,L,2016-06-24,,N
300519.SZ,300519,新光药业,浙江,中成药,浙江新光药业股份有限公司,Zhejiang Xinguang Pharmaceutical Co., Ltd.,创业板,SZSE,CNY,L,2016-06-24,,N
300520.SZ,300520,科大国创,安徽,软件服务,科大国创软件股份有限公司,GuoChuang Software Co.,Ltd.,创业板,SZSE,CNY,L,2016-07-08,,N
300521.SZ,300521,爱司凯,广东,专用机械,爱司凯科技股份有限公司,Amsky Technology Co.,Ltd,创业板,SZSE,CNY,L,2016-07-05,,N
300522.SZ,300522,世名科技,江苏,染料涂料,苏州世名科技股份有限公司,Suzhou Sunmun Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-07-05,,N
300523.SZ,300523,辰安科技,北京,软件服务,北京辰安科技股份有限公司,Beijing Global Safety Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-07-26,,N
300525.SZ,300525,博思软件,福建,软件服务,福建博思软件股份有限公司,Fujian Boss Software Corp.,创业板,SZSE,CNY,L,2016-07-26,,N
300526.SZ,300526,中潜股份,广东,专用机械,中潜股份有限公司,China Dive Company Limited,创业板,SZSE,CNY,L,2016-08-02,,N
300527.SZ,300527,中国应急,湖北,专用机械,中国船舶重工集团应急预警与救援装备股份有限公司,China Harzone Industry Corp., Ltd,创业板,SZSE,CNY,L,2016-08-05,,S
300528.SZ,300528,幸福蓝海,江苏,影视音像,幸福蓝海影视文化集团股份有限公司,Omnijoi Media Corporation,创业板,SZSE,CNY,L,2016-08-08,,N
300529.SZ,300529,健帆生物,广东,医疗保健,珠海健帆生物科技股份有限公司,Jafron Biomedical Co.,Ltd.,创业板,SZSE,CNY,L,2016-08-02,,S
300530.SZ,300530,达志科技,广东,化工原料,广东达志环保科技股份有限公司,Guangdong Dazhi Environmental Protection Technology Incorporated Company,创业板,SZSE,CNY,L,2016-08-09,,N
300531.SZ,300531,优博讯,深圳,软件服务,深圳市优博讯科技股份有限公司,Shenzhen Urovo Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-08-09,,N
300532.SZ,300532,今天国际,深圳,软件服务,深圳市今天国际物流技术股份有限公司,New Trend International Logis-Tech Co.,Ltd.,创业板,SZSE,CNY,L,2016-08-18,,N
