ts_code,symbol,name,area,industry,fullname,enname,market,exchange_id,curr_type,list_status,list_date,delist_date,is_hs
300533.SZ,300533,冰川网络,深圳,软件服务,深圳冰川网络股份有限公司,Shenzhen Bingchuan Network Co.,Ltd.,创业板,SZSE,CNY,L,2016-08-18,,N
300534.SZ,300534,陇神戎发,甘肃,中成药,甘肃陇神戎发药业股份有限公司,Gansu Longshenrongfa Pharmaceutical Industry Co.,Ltd.,创业板,SZSE,CNY,L,2016-09-13,,N
300535.SZ,300535,达威股份,四川,化工原料,四川达威科技股份有限公司,Sichuan Dowell Science and Technology Inc.,创业板,SZSE,CNY,L,2016-08-12,,N
300536.SZ,300536,农尚环境,湖北,建筑施工,武汉农尚环境股份有限公司,Wuhan Nusun Landscape Co., Ltd.,创业板,SZSE,CNY,L,2016-09-20,,N
300537.SZ,300537,广信材料,江苏,染料涂料,江苏广信感光新材料股份有限公司,Jiangsu Kuangshun Photosensitivity New-Material Stock Co., Ltd.,创业板,SZSE,CNY,L,2016-08-30,,N
300538.SZ,300538,同益股份,深圳,批发业,深圳市同益实业股份有限公司,Shenzhen Tongyi Industry Co., Ltd.,创业板,SZSE,CNY,L,2016-08-26,,N
300539.SZ,300539,横河模具,浙江,塑料,宁波横河模具股份有限公司,Ningbo Henghe Mould Co., Ltd.,创业板,SZSE,CNY,L,2016-08-30,,N
300540.SZ,300540,深冷股份,四川,专用机械,成都深冷液化设备股份有限公司,Chengdu Shenleng Liquefaction Plant Co.,Ltd,创业板,SZSE,CNY,L,2016-08-23,,N
300541.SZ,300541,先进数通,北京,软件服务,北京先进数通信息技术股份公司,Beijing Advanced Digital Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-09-13,,N
300542.SZ,300542,新晨科技,北京,软件服务,新晨科技股份有限公司,Brilliance Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-09-20,,N
300543.SZ,300543,朗科智能,深圳,电气设备,深圳市朗科智能电气股份有限公司,Shenzhen Longood Intelligent Electric Co., Ltd,创业板,SZSE,CNY,L,2016-09-08,,N
300545.SZ,300545,联得装备,深圳,专用机械,深圳市联得自动化装备股份有限公司,Shenzhen Liande Auromation Equipment Co.,Ltd.,创业板,SZSE,CNY,L,2016-09-28,,N
300546.SZ,300546,雄帝科技,深圳,元器件,深圳市雄帝科技股份有限公司,Shenzhen Emperor Technology Company Limited,创业板,SZSE,CNY,L,2016-09-28,,N
300547.SZ,300547,川环科技,四川,橡胶,四川川环科技股份有限公司,Sichuan Chuanhuan Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-09-30,,N
300548.SZ,300548,博创科技,浙江,元器件,博创科技股份有限公司,Broadex Technologies Co., Ltd.,创业板,SZSE,CNY,L,2016-10-12,,N
300549.SZ,300549,优德精密,江苏,专用机械,优德精密工业(昆山)股份有限公司,Jouder Precision Industry(Kunshan)Co.,Ltd,创业板,SZSE,CNY,L,2016-09-30,,N
300550.SZ,300550,和仁科技,浙江,软件服务,浙江和仁科技股份有限公司,Heren Health Co., Ltd.,创业板,SZSE,CNY,L,2016-10-18,,N
300551.SZ,300551,古鳌科技,上海,专用机械,上海古鳌电子科技股份有限公司,Shanghai Guao Electronic Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-10-18,,N
300552.SZ,300552,万集科技,北京,软件服务,北京万集科技股份有限公司,Beijing Wanji Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-10-21,,N
300553.SZ,300553,集智股份,浙江,电器仪表,杭州集智机电股份有限公司,Hangzhou Jizhi Mechatronic Co., Ltd.,创业板,SZSE,CNY,L,2016-10-21,,N
300554.SZ,300554,三超新材,江苏,矿物制品,南京三超新材料股份有限公司,Nanjing Sanchao Advanced Materials Co.,Ltd.,创业板,SZSE,CNY,L,2017-04-21,,N
300555.SZ,300555,路通视信,江苏,通信设备,无锡路通视信网络股份有限公司,Lootom Telcovideo Network(Wuxi) Co., Ltd.,创业板,SZSE,CNY,L,2016-10-18,,N
300556.SZ,300556,丝路视觉,深圳,软件服务,丝路视觉科技股份有限公司,Silkroad Visual Technology Co.,Ltd.,创业板,SZSE,CNY,L,2016-11-04,,N
300557.SZ,300557,理工光科,湖北,电器仪表,武汉理工光科股份有限公司,Wuhan Ligong Guangke Co.Ltd.,创业板,SZSE,CNY,L,2016-11-01,,N
300558.SZ,300558,贝达药业,浙江,化学制药,贝达药业股份有限公司,Betta Pharmaceuticals Co.,Ltd,创业板,SZSE,CNY,L,2016-11-07,,S
300559.SZ,300559,佳发教育,四川,软件服务,成都佳发安泰教育科技股份有限公司,Chengdu Jiafaantai Education Technology Co.,Ltd.,创业板,SZSE,CNY,L,2016-11-01,,N
300560.SZ,300560,中富通,福建,通信设备,中富通集团股份有限公司,Zhong Fu Tong Group Co.,Ltd.,创业板,SZSE,CNY,L,2016-11-01,,N
300561.SZ,300561,汇金科技,广东,软件服务,珠海汇金科技股份有限公司,Sgsg Science&Technology Co., Ltd. Zhuhai,创业板,SZSE,CNY,L,2016-11-17,,N
300562.SZ,300562,乐心医疗,广东,医疗保健,广东乐心医疗电子股份有限公司,Guangdong Transtek Medical Electronics Co.,Ltd,创业板,SZSE,CNY,L,2016-11-16,,N
300563.SZ,300563,神宇股份,江苏,通信设备,神宇通信科技股份公司,Shenyu Communication Technology Inc.,创业板,SZSE,CNY,L,2016-11-14,,N
300565.SZ,300565,科信技术,深圳,通信设备,深圳市科信通信技术股份有限公司,Shenzhen Kexin Communication Technologies Co., Ltd,创业板,SZSE,CNY,L,2016-11-22,,N
300566.SZ,300566,激智科技,浙江,元器件,宁波激智科技股份有限公司,Ningbo Exciton Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-11-15,,N
300567.SZ,300567,精测电子,湖北,电器仪表,武汉精测电子集团股份有限公司,Wuhan Jingce Electronic Group Co.,Ltd,创业板,SZSE,CNY,L,2016-11-22,,S
300568.SZ,300568,星源材质,深圳,化工原料,深圳市星源材质科技股份有限公司,Shenzhen Senior Technology Material Co., Ltd.,创业板,SZSE,CNY,L,2016-12-01,,N
300569.SZ,300569,天能重工,山东,专用机械,青岛天能重工股份有限公司,Qingdao Tianneng Heavy Industries Co.,Ltd,创业板,SZSE,CNY,L,2016-11-25,,N
300570.SZ,300570,太辰光,深圳,元器件,深圳太辰光通信股份有限公司,T&S Communications Co.,Ltd.,创业板,SZSE,CNY,L,2016-12-06,,N
300571.SZ,300571,平治信息,浙江,互联网,杭州平治信息技术股份有限公司,Hangzhou Anysoft Information Technology Co., Ltd.,创业板,SZSE,CNY,L,2016-12-13,,N
300572.SZ,300572,安车检测,深圳,电器仪表,深圳市安车检测股份有限公司,Shenzhen Anche Technologies Co., Ltd.,创业板,SZSE,CNY,L,2016-12-06,,N
300573.SZ,300573,兴齐眼药,辽宁,化学制药,沈阳兴齐眼药股份有限公司,Shenyang Xingqi Pharmaceutical Co., Ltd.,创业板,SZSE,CNY,L,2016-12-08,,N
300575.SZ,300575,中旗股份,江苏,农药化肥,江苏中旗科技股份有限公司,Jiangsu Flag Chemical Industry Co.,Ltd.,创业板,SZSE,CNY,L,2016-12-20,,N
300576.SZ,300576,容大感光,深圳,染料涂料,深圳市容大感光科技股份有限公司,Shenzhen Rongda Photosensitive & Technology Co.,Ltd.,创业板,SZSE,CNY,L,2016-12-20,,N
300577.SZ,300577,开润股份,安徽,纺织,安徽开润股份有限公司,Anhui Korrun Co.,Ltd.,创业板,SZSE,CNY,L,2016-12-21,,N
300578.SZ,300578,会畅通讯,上海,通信设备,上海会畅通讯股份有限公司,Bizconf Telecom Co.,Ltd.,创业板,SZSE,CNY,L,2017-01-25,,N
300579.SZ,300579,数字认证,北京,软件服务,北京数字认证股份有限公司,Beijing Certificate Authority Co., Ltd.,创业板,SZSE,CNY,L,2016-12-23,,N
300580.SZ,300580,贝斯特,江苏,汽车配件,无锡贝斯特精机股份有限公司,Wuxi Best Precision Machinery Co., Ltd,创业板,SZSE,CNY,L,2017-01-11,,N
300582.SZ,300582,英飞特,浙江,半导体,英飞特电子(杭州)股份有限公司,Inventronics (Hangzhou), Inc.,创业板,SZSE,CNY,L,2016-12-28,,N
300583.SZ,300583,赛托生物,山东,生物制药,山东赛托生物科技股份有限公司,Shandong Sito Bio-Technology Co., Ltd.,创业板,SZSE,CNY,L,2017-01-06,,N
300584.SZ,300584,海辰药业,江苏,化学制药,南京海辰药业股份有限公司,Nanjing Hicin Pharmaceutical Co.,Ltd.,创业板,SZSE,CNY,L,2017-01-12,,N
300585.SZ,300585,奥联电子,江苏,汽车配件,南京奥联汽车电子电器股份有限公司,Nanjing Aolian Ae&Ea Co.,Ltd,创业板,SZSE,CNY,L,2016-12-29,,N
300586.SZ,300586,美联新材,广东,化工原料,广东美联新材料股份有限公司,Malion New Materials Co., Ltd.,创业板,SZSE,CNY,L,2017-01-04,,N
300587.SZ,300587,天铁股份,浙江,橡胶,浙江天铁实业股份有限公司,Zhejiang Tiantie Industry Co.,Ltd.,创业板,SZSE,CNY,L,2017-01-05,,N
300588.SZ,300588,熙菱信息,新疆,软件服务,新疆熙菱信息技术股份有限公司,Xinjiang Sailing Information Technology Co.,Ltd.,创业板,SZSE,CNY,L,2017-01-05,,N
300589.SZ,300589,江龙船艇,广东,船舶,江龙船艇科技股份有限公司,Jianglong Shipbuilding Co.,Ltd,创业板,SZSE,CNY,L,2017-01-13,,N
300590.SZ,300590,移为通信,上海,通信设备,上海移为通信技术股份有限公司,Queclink Wireless Solutions Co., Ltd.,创业板,SZSE,CNY,L,2017-01-11,,N
300591.SZ,300591,万里马,广东,服饰,广东万里马实业股份有限公司,Guangdong Wanlima Industry Co.,Ltd.,创业板,SZSE,CNY,L,2017-01-10,,N
300592.SZ,300592,华凯创意,湖南,软件服务,湖南华凯文化创意股份有限公司,Hunan Huakai Cultral and Creative Co.,Ltd.,创业板,SZSE,CNY,L,2017-01-20,,N
300593.SZ,300593,新雷能,北京,电气设备,北京新雷能科技股份有限公司,Suplet Power Co., Ltd.,创业板,SZSE,CNY,L,2017-01-13,,N
300595.SZ,300595,欧普康视,安徽,医疗保健,欧普康视科技股份有限公司,OVCTEK CHINA INC.,创业板,SZSE,CNY,L,2017-01-17,,N
300596.SZ,300596,利安隆,天津,化工原料,天津利安隆新材料股份有限公司,Rianlon Corporation,创业板,SZSE,CNY,L,2017-01-19,,N
300597.SZ,300597,吉大通信,吉林,通信设备,吉林吉大通信设计院股份有限公司,Jilin Jlu Communication Design Institute Co., Ltd,创业板,SZSE,CNY,L,2017-01-23,,N
300598.SZ,300598,诚迈科技,江苏,软件服务,诚迈科技(南京)股份有限公司,ArcherMind Technology(Nanjing)Co., Ltd.,创业板,SZSE,CNY,L,2017-01-20,,N
300599.SZ,300599,雄塑科技,广东,塑料,广东雄塑科技集团股份有限公司,Guangdong Xiongsu Technology Group Co., Ltd,创业板,SZSE,CNY,L,2017-01-23,,N
300600.SZ,300600,瑞特股份,江苏,电气设备,常熟瑞特电气股份有限公司,Changshu Ruite Electric Co.,Ltd.,创业板,SZSE,CNY,L,2017-01-25,,N
300601.SZ,300601,康泰生物,深圳,生物制药,深圳康泰生物制品股份有限公司,Shenzhen Kangtai Biological Products Co.,Ltd.,创业板,SZSE,CNY,L,2017-02-07,,S
300602.SZ,300602,飞荣达,深圳,元器件,深圳市飞荣达科技股份有限公司,Shenzhen frd science&Techonology Co.,Ltd,创业板,SZSE,CNY,L,2017-01-26,,N
300603.SZ,300603,立昂技术,新疆,通信设备,立昂技术股份有限公司,Leon Technology Co., Ltd.,创业板,SZSE,CNY,L,2017-01-26,,N
300604.SZ,300604,长川科技,浙江,专用机械,杭州长川科技股份有限公司,Hangzhou Changchuan Technology Co.,Ltd,创业板,SZSE,CNY,L,2017-04-17,,N
300605.SZ,300605,恒锋信息,福建,软件服务,恒锋信息科技股份有限公司,Hengfeng Information Technology Co.,Ltd.,创业板,SZSE,CNY,L,2017-02-08,,N
300606.SZ,300606,金太阳,广东,矿物制品,东莞金太阳研磨股份有限公司,Dongguan Golden Sun Abrasives Co.,Ltd,创业板,SZSE,CNY,L,2017-02-08,,N
300607.SZ,300607,拓斯达,广东,专用机械,广东拓斯达科技股份有限公司,Guangdong Topstar Technology Co.,Ltd,创业板,SZSE,CNY,L,2017-02-09,,N
300608.SZ,300608,思特奇,北京,软件服务,北京思特奇信息技术股份有限公司,Si-Tech Information Technology Co.,Ltd,创业板,SZSE,CNY,L,2017-02-13,,N
300609.SZ,300609,汇纳科技,上海,互联网,汇纳科技股份有限公司,Winner Technology Co., Inc.,创业板,SZSE,CNY,L,2017-02-15,,N
300610.SZ,300610,晨化股份,江苏,化工原料,扬州晨化新材料股份有限公司,Yangzhou Chenhua New Material Co.,Ltd.,创业板,SZSE,CNY,L,2017-02-13,,N
300611.SZ,300611,美力科技,浙江,机械基件,浙江美力科技股份有限公司,Zhejiang Meili High Technology Co,.Ltd.,创业板,SZSE,CNY,L,2017-02-20,,N
300612.SZ,300612,宣亚国际,北京,广告包装,宣亚国际品牌管理(北京)股份有限公司,Shunya International Brand Consulting (Beijing) Co.,Ltd.,创业板,SZSE,CNY,L,2017-02-15,,N
300613.SZ,300613,富瀚微,上海,半导体,上海富瀚微电子股份有限公司,Shanghai Fullhan Microelectronics Co., Ltd.,创业板,SZSE,CNY,L,2017-02-20,,S
300615.SZ,300615,欣天科技,深圳,元器件,深圳市欣天科技股份有限公司,Xdc Industries(Shenzhen)Limited,创业板,SZSE,CNY,L,2017-02-15,,N
300616.SZ,300616,尚品宅配,广东,家居用品,广州尚品宅配家居股份有限公司,Guangzhou Shangpin Home Collection Co.,Ltd,创业板,SZSE,CNY,L,2017-03-07,,S
300617.SZ,300617,安靠智电,江苏,电气设备,江苏安靠智能输电工程科技股份有限公司,Jiangsu Ankura Smart Transmission Engineering Technology Co.,Ltd.,创业板,SZSE,CNY,L,2017-02-28,,N
300618.SZ,300618,寒锐钴业,江苏,小金属,南京寒锐钴业股份有限公司,Nanjing Hanrui Cobalt Co., Ltd.,创业板,SZSE,CNY,L,2017-03-06,,S
300619.SZ,300619,金银河,广东,专用机械,佛山市金银河智能装备股份有限公司,Foshan Golden Milky Way Intelligent Equipment Co.,Ltd.,创业板,SZSE,CNY,L,2017-03-01,,N
300620.SZ,300620,光库科技,广东,元器件,珠海光库科技股份有限公司,Advanced Fiber Resources (Zhuhai)， Ltd.,创业板,SZSE,CNY,L,2017-03-10,,N
300621.SZ,300621,维业股份,深圳,装修装饰,深圳市维业装饰集团股份有限公司,ShenZhen WeiYe Decoration Group Co.,LTD.,创业板,SZSE,CNY,L,2017-03-16,,N
300622.SZ,300622,博士眼镜,深圳,其他商业,博士眼镜连锁股份有限公司,Doctorglasses Chain Co., Ltd,创业板,SZSE,CNY,L,2017-03-15,,N
300623.SZ,300623,捷捷微电,江苏,半导体,江苏捷捷微电子股份有限公司,Jiangsu Jiejie Microelectronics Co., Ltd,创业板,SZSE,CNY,L,2017-03-14,,S
300624.SZ,300624,万兴科技,西藏,软件服务,万兴科技股份有限公司,Wondershare Technology Co.,Ltd.,创业板,SZSE,CNY,L,2018-01-18,,N
300625.SZ,300625,三雄极光,广东,半导体,广东三雄极光照明股份有限公司,Guangdong Pak Corporation Co., Ltd.,创业板,SZSE,CNY,L,2017-03-17,,N
300626.SZ,300626,华瑞股份,浙江,电气设备,华瑞电器股份有限公司,Huarui Electrical Appliance Co.,Ltd.,创业板,SZSE,CNY,L,2017-03-20,,N
300627.SZ,300627,华测导航,上海,通信设备,上海华测导航技术股份有限公司,Shanghai Huace Navigation Technology Ltd,创业板,SZSE,CNY,L,2017-03-21,,N
300628.SZ,300628,亿联网络,福建,通信设备,厦门亿联网络技术股份有限公司,Yealinknetworktechnologyco.,Ltd.,创业板,SZSE,CNY,L,2017-03-17,,S
300629.SZ,300629,新劲刚,广东,矿物制品,广东新劲刚新材料科技股份有限公司,King-Strong New Material Technology Co.,Ltd.,创业板,SZSE,CNY,L,2017-03-24,,N
300630.SZ,300630,普利制药,海南,化学制药,海南普利制药股份有限公司,Hainan Poly Pharm. Co., Ltd.,创业板,SZSE,CNY,L,2017-03-28,,N
300631.SZ,300631,久吾高科,江苏,环境保护,江苏久吾高科技股份有限公司,Jiangsu Jiuwu Hi-Tech Co., Ltd.,创业板,SZSE,CNY,L,2017-03-23,,N
300632.SZ,300632,光莆股份,福建,半导体,厦门光莆电子股份有限公司,Xiamen Guang Pu Electronics Co., Ltd.,创业板,SZSE,CNY,L,2017-04-06,,N
300633.SZ,300633,开立医疗,深圳,医疗保健,深圳开立生物医疗科技股份有限公司,Sonoscape Medical Corp.,创业板,SZSE,CNY,L,2017-04-06,,N
300634.SZ,300634,彩讯股份,深圳,软件服务,彩讯科技股份有限公司,Richinfo Technology Co., Ltd,创业板,SZSE,CNY,L,2018-03-23,,N
300635.SZ,300635,达安股份,广东,建筑施工,中达安股份有限公司,SinoDaan Co., Ltd.,创业板,SZSE,CNY,L,2017-03-31,,N
300636.SZ,300636,同和药业,江西,化学制药,江西同和药业股份有限公司,Jiangxi Synergy Pharmaceutical Co.,Ltd.,创业板,SZSE,CNY,L,2017-03-31,,N
300637.SZ,300637,扬帆新材,浙江,化工原料,浙江扬帆新材料股份有限公司,Zhejiang Yangfan New Materials Co., Ltd.,创业板,SZSE,CNY,L,2017-04-12,,N
300638.SZ,300638,广和通,深圳,通信设备,深圳市广和通无线股份有限公司,Fibocom Wireless Inc.,创业板,SZSE,CNY,L,2017-04-13,,N
300639.SZ,300639,凯普生物,广东,医疗保健,广东凯普生物科技股份有限公司,Guangdong Hybribio Biotech Co.,Ltd.,创业板,SZSE,CNY,L,2017-04-12,,N
300640.SZ,300640,德艺文创,福建,文教休闲,德艺文化创意集团股份有限公司,Profit Cultural & Creative Group Co.,Ltd.,创业板,SZSE,CNY,L,2017-04-17,,N
300641.SZ,300641,正丹股份,江苏,化工原料,江苏正丹化学工业股份有限公司,Jiangsu Zhengdan Chemical Industry Co., Ltd.,创业板,SZSE,CNY,L,2017-04-18,,N
300642.SZ,300642,透景生命,上海,医疗保健,上海透景生命科技股份有限公司,Tellgen Corporation,创业板,SZSE,CNY,L,2017-04-21,,N
300643.SZ,300643,万通智控,浙江,汽车配件,万通智控科技股份有限公司,Hamaton Automotive Technology Co.,Ltd.,创业板,SZSE,CNY,L,2017-05-05,,N
300644.SZ,300644,南京聚隆,江苏,塑料,南京聚隆科技股份有限公司,Nanjing Julong Science & Technology Co., Ltd,创业板,SZSE,CNY,L,2018-02-06,,N
300645.SZ,300645,正元智慧,浙江,软件服务,浙江正元智慧科技股份有限公司,Zhejiang Zhengyuan Zhihui Technology Co.,Ltd,创业板,SZSE,CNY,L,2017-04-21,,N
300647.SZ,300647,超频三,深圳,元器件,深圳市超频三科技股份有限公司,Shenzhen Fluence Technology Plc.,创业板,SZSE,CNY,L,2017-05-03,,N
300648.SZ,300648,星云股份,福建,电器仪表,福建星云电子股份有限公司,Fujian Nebula Electronics.,Ltd,创业板,SZSE,CNY,L,2017-04-25,,N
300649.SZ,300649,杭州园林,浙江,建筑施工,杭州园林设计院股份有限公司,Hangzhou Landscape Architecture Design Institute Co.,Ltd.,创业板,SZSE,CNY,L,2017-05-05,,N
300650.SZ,300650,太龙照明,福建,电气设备,太龙(福建)商业照明股份有限公司,Tecnon (Fujian) Commercial Lighting Co., Ltd,创业板,SZSE,CNY,L,2017-05-03,,N
300651.SZ,300651,金陵体育,江苏,文教休闲,江苏金陵体育器材股份有限公司,Jiangsu Jinling Sports Equipment Co., Ltd.,创业板,SZSE,CNY,L,2017-05-09,,N
300652.SZ,300652,雷迪克,浙江,汽车配件,杭州雷迪克节能科技股份有限公司,Hangzhou Radical Energy Saving Technology Co., Ltd.,创业板,SZSE,CNY,L,2017-05-16,,N
300653.SZ,300653,正海生物,山东,医疗保健,烟台正海生物科技股份有限公司,Yantai Zhenghai Bio-Tech Co.,Ltd.,创业板,SZSE,CNY,L,2017-05-16,,N
300654.SZ,300654,世纪天鸿,山东,出版业,世纪天鸿教育科技股份有限公司,Astro-century Education & Technology Co.,Ltd.,创业板,SZSE,CNY,L,2017-09-26,,N
300655.SZ,300655,晶瑞股份,江苏,化工原料,苏州晶瑞化学股份有限公司,Suzhou Crystal Clear Chemical Co.,Ltd,创业板,SZSE,CNY,L,2017-05-23,,N
300656.SZ,300656,民德电子,深圳,电脑设备,深圳市民德电子科技股份有限公司,Shenzhen MinDe Electronics Technology Ltd.,创业板,SZSE,CNY,L,2017-05-19,,N
300657.SZ,300657,弘信电子,福建,元器件,厦门弘信电子科技股份有限公司,XiaMen HongXin Electron-tech Co.,Ltd.,创业板,SZSE,CNY,L,2017-05-23,,N
